age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed,year,date
33,blue-collar,single,basic.4y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
31,services,married,basic.9y,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
39,management,married,university.degree,no,no,yes,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
35,admin.,single,basic.9y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
32,blue-collar,single,basic.6y,no,no,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
42,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,admin.,single,university.degree,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
37,blue-collar,married,professional.course,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
52,entrepreneur,divorced,university.degree,unknown,yes,no,telephone,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
35,services,married,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
39,admin.,single,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,blue-collar,single,basic.9y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
45,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
42,services,married,university.degree,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
31,admin.,single,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
27,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
57,self-employed,married,basic.4y,no,yes,no,telephone,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
56,retired,divorced,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
43,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
36,technician,married,basic.9y,no,yes,yes,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
41,admin.,married,professional.course,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
23,student,single,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
24,technician,single,professional.course,no,yes,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
38,services,married,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
40,management,married,university.degree,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
29,admin.,single,high.school,no,yes,no,telephone,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,technician,single,professional.course,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
30,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
50,admin.,married,high.school,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
35,services,married,basic.9y,no,yes,no,telephone,apr,mon,4,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
46,services,married,high.school,no,no,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
43,technician,divorced,professional.course,unknown,yes,no,telephone,apr,mon,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,services,single,high.school,no,no,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
31,technician,single,professional.course,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
29,technician,single,unknown,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
40,admin.,single,university.degree,no,no,no,cellular,apr,mon,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
43,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
54,management,married,university.degree,unknown,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
44,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
37,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
36,technician,married,basic.6y,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
60,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
24,admin.,married,professional.course,no,yes,no,cellular,apr,mon,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
57,technician,married,university.degree,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
40,management,married,university.degree,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
42,admin.,divorced,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
31,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
38,technician,single,professional.course,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,blue-collar,single,basic.9y,unknown,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
46,entrepreneur,married,unknown,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
38,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,mon,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
49,admin.,married,university.degree,no,yes,no,cellular,apr,mon,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
56,technician,married,professional.course,unknown,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,blue-collar,married,basic.6y,no,yes,no,telephone,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
46,admin.,single,university.degree,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
37,services,single,professional.course,no,yes,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
30,student,single,university.degree,no,yes,no,cellular,apr,mon,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
49,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
35,technician,married,university.degree,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
41,blue-collar,married,professional.course,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
45,blue-collar,divorced,basic.4y,no,no,no,telephone,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
42,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
28,admin.,single,high.school,no,no,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
51,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
42,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
37,blue-collar,single,professional.course,no,yes,no,cellular,apr,mon,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
37,admin.,married,university.degree,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
60,retired,married,basic.6y,no,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
49,services,married,high.school,no,no,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
32,services,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
46,admin.,married,basic.9y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
42,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
55,admin.,married,university.degree,no,yes,yes,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
54,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,blue-collar,single,basic.4y,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
39,admin.,married,university.degree,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
39,admin.,married,university.degree,no,no,no,cellular,apr,mon,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
37,services,single,professional.course,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
47,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
38,services,married,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
31,admin.,single,university.degree,no,no,no,cellular,apr,mon,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
60,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
39,admin.,single,university.degree,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
43,blue-collar,married,basic.6y,unknown,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
40,technician,single,professional.course,no,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
46,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
38,admin.,divorced,basic.9y,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
38,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,technician,married,high.school,no,unknown,unknown,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
27,management,single,university.degree,no,yes,yes,cellular,apr,mon,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
39,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
35,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
40,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,blue-collar,divorced,basic.9y,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
40,admin.,married,professional.course,unknown,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
37,services,married,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
54,technician,married,high.school,no,yes,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
32,services,married,high.school,no,yes,yes,cellular,apr,mon,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
40,admin.,single,university.degree,no,yes,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
38,entrepreneur,single,basic.4y,no,yes,yes,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,technician,married,professional.course,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
42,blue-collar,married,high.school,no,no,yes,cellular,apr,mon,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
53,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
52,technician,married,professional.course,no,yes,no,telephone,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
48,services,divorced,high.school,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
37,technician,single,university.degree,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
57,self-employed,married,basic.4y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
36,admin.,married,university.degree,no,yes,no,telephone,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
39,admin.,married,high.school,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
57,self-employed,married,basic.4y,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
37,blue-collar,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
34,admin.,single,university.degree,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
54,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
64,retired,married,university.degree,no,yes,no,cellular,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
31,technician,single,university.degree,no,no,yes,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
56,self-employed,married,university.degree,no,no,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
75,retired,married,basic.4y,no,no,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
64,retired,married,university.degree,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
53,admin.,married,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
54,management,married,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
78,retired,married,basic.4y,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
57,retired,married,basic.4y,no,yes,yes,telephone,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
19,student,single,unknown,no,yes,no,telephone,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
31,technician,single,university.degree,no,no,no,telephone,apr,tue,17,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
75,retired,married,basic.4y,no,no,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
44,unknown,divorced,unknown,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
41,technician,married,university.degree,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
31,technician,single,university.degree,no,unknown,unknown,telephone,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
61,retired,married,professional.course,no,unknown,unknown,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
70,retired,married,basic.6y,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
54,management,married,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
54,management,married,university.degree,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
78,retired,married,basic.4y,no,yes,yes,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
66,retired,married,basic.4y,no,yes,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
29,technician,single,university.degree,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
65,self-employed,married,professional.course,no,no,no,telephone,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
65,retired,married,basic.4y,no,unknown,unknown,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
20,student,single,unknown,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
47,housemaid,married,basic.4y,no,no,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,admin.,divorced,high.school,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
34,admin.,divorced,high.school,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
34,admin.,divorced,high.school,no,yes,no,telephone,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
75,retired,married,basic.4y,no,no,no,cellular,apr,tue,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
53,admin.,married,university.degree,no,yes,no,cellular,apr,tue,2,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
31,technician,single,university.degree,no,yes,no,telephone,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
78,retired,married,basic.4y,no,yes,no,telephone,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
19,student,single,unknown,no,yes,yes,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
85,retired,married,basic.4y,unknown,yes,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
64,retired,married,university.degree,no,no,no,cellular,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
27,services,single,high.school,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
31,technician,single,university.degree,no,no,no,telephone,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
61,admin.,married,university.degree,no,yes,no,cellular,apr,wed,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
46,admin.,married,university.degree,no,yes,no,telephone,apr,wed,7,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
46,admin.,married,university.degree,no,yes,no,telephone,apr,wed,8,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,7,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
33,admin.,single,university.degree,no,yes,no,telephone,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
29,admin.,single,high.school,no,yes,yes,telephone,apr,wed,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
23,admin.,single,university.degree,no,no,yes,cellular,apr,wed,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,2009,2009-04-01
23,admin.,single,university.degree,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
30,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2009,2009-04-01
