age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,contacted_before,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed
43,admin.,married,high.school,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
30,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
31,technician,married,professional.course,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
37,services,married,high.school,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
59,retired,married,high.school,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
42,admin.,single,unknown,unknown,yes,yes,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
36,admin.,single,professional.course,no,yes,yes,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,1
41,blue-collar,divorced,basic.6y,no,yes,yes,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
44,services,married,high.school,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
40,admin.,married,university.degree,no,yes,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
39,services,married,high.school,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
40,admin.,divorced,professional.course,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
33,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
57,services,divorced,high.school,no,yes,yes,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
31,admin.,married,high.school,no,yes,yes,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
57,housemaid,married,basic.4y,no,no,yes,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
48,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
52,technician,married,high.school,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
37,blue-collar,single,unknown,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
42,technician,married,university.degree,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
33,admin.,single,high.school,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
36,services,single,high.school,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
57,management,married,basic.9y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
51,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
43,admin.,married,high.school,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
55,admin.,single,university.degree,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
41,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
27,admin.,single,high.school,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
37,management,married,university.degree,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
37,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
40,admin.,single,high.school,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
28,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
31,management,married,basic.9y,no,no,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
32,services,married,high.school,no,yes,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
32,services,married,high.school,no,yes,yes,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
35,housemaid,married,high.school,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
36,technician,divorced,professional.course,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
31,admin.,married,high.school,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
38,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
46,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
39,self-employed,married,university.degree,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
58,management,single,professional.course,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
44,technician,divorced,professional.course,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
33,admin.,married,university.degree,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
24,services,single,high.school,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
33,technician,married,professional.course,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
44,admin.,married,high.school,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
30,housemaid,married,high.school,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
36,unemployed,single,basic.4y,unknown,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
24,services,single,high.school,no,yes,unknown,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
32,technician,married,professional.course,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
33,admin.,married,high.school,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
58,management,married,basic.9y,no,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
29,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
52,retired,divorced,basic.4y,no,yes,yes,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
36,technician,married,university.degree,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
29,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
46,entrepreneur,married,professional.course,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
58,blue-collar,married,high.school,no,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
53,admin.,married,high.school,unknown,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
57,technician,married,high.school,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
46,housemaid,married,basic.4y,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,1
40,technician,married,professional.course,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
37,admin.,divorced,high.school,unknown,yes,yes,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
31,technician,married,professional.course,no,yes,unknown,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
29,blue-collar,married,high.school,no,yes,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
33,admin.,married,university.degree,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
35,technician,married,professional.course,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
47,admin.,married,university.degree,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
26,blue-collar,single,basic.4y,no,yes,yes,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
34,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
38,admin.,married,university.degree,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
46,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
26,blue-collar,single,basic.4y,no,yes,yes,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
30,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
40,services,divorced,high.school,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
30,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
30,technician,married,professional.course,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
35,technician,married,university.degree,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
36,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
27,blue-collar,single,high.school,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
32,technician,single,university.degree,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,1
26,services,divorced,basic.6y,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
43,admin.,married,high.school,no,yes,unknown,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
30,management,married,university.degree,no,yes,unknown,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
33,technician,single,university.degree,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
50,unemployed,married,high.school,no,no,yes,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
38,technician,married,professional.course,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
36,admin.,single,basic.6y,unknown,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
25,blue-collar,single,basic.4y,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,1
35,technician,married,high.school,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
42,self-employed,married,university.degree,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
55,retired,married,basic.4y,unknown,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
29,technician,single,university.degree,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
29,admin.,single,basic.9y,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
38,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
30,admin.,married,university.degree,no,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
58,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
51,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
39,technician,divorced,professional.course,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
44,unemployed,divorced,high.school,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
25,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
30,management,single,university.degree,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
46,admin.,married,high.school,no,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
57,management,married,basic.9y,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
47,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
45,admin.,divorced,university.degree,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,1
36,technician,married,basic.9y,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
45,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
56,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,1
28,blue-collar,single,basic.6y,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
30,admin.,single,high.school,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,1
49,housemaid,divorced,basic.6y,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
44,technician,married,high.school,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
60,retired,married,professional.course,unknown,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
26,admin.,married,basic.9y,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
38,technician,married,professional.course,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
58,technician,married,professional.course,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
49,technician,divorced,university.degree,unknown,yes,yes,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
48,management,married,university.degree,no,yes,unknown,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
37,self-employed,married,high.school,no,no,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
30,technician,married,university.degree,unknown,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
57,services,divorced,high.school,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
38,technician,single,professional.course,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
42,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
52,services,married,high.school,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
55,admin.,married,university.degree,unknown,yes,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
41,technician,married,professional.course,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
38,admin.,married,high.school,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
45,services,divorced,high.school,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
57,services,divorced,high.school,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
53,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
32,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
34,services,married,high.school,unknown,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
43,management,married,university.degree,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
31,admin.,married,high.school,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
24,unemployed,single,university.degree,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
53,self-employed,married,university.degree,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
32,services,married,high.school,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
53,admin.,single,university.degree,unknown,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
31,technician,married,high.school,no,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
36,services,single,basic.6y,unknown,yes,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
56,admin.,married,university.degree,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
42,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
49,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
32,admin.,single,university.degree,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
47,admin.,married,high.school,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
56,technician,married,high.school,no,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
28,admin.,single,high.school,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
34,admin.,single,high.school,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
30,blue-collar,single,high.school,unknown,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
38,admin.,married,high.school,no,yes,unknown,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
39,technician,married,professional.course,no,yes,unknown,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
31,blue-collar,married,basic.6y,unknown,yes,unknown,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
29,admin.,single,university.degree,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
31,self-employed,married,university.degree,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
25,self-employed,single,university.degree,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
40,services,single,university.degree,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
35,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
36,services,married,high.school,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
43,services,married,high.school,unknown,yes,unknown,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
49,management,married,university.degree,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
29,blue-collar,married,high.school,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
38,unemployed,divorced,university.degree,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
32,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
35,self-employed,married,university.degree,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
39,self-employed,married,basic.4y,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
35,services,single,professional.course,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
54,admin.,married,high.school,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
35,admin.,married,university.degree,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
32,technician,married,professional.course,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
55,technician,married,basic.6y,unknown,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
30,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
50,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
25,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
52,management,divorced,university.degree,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
43,self-employed,married,basic.9y,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
38,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
45,admin.,married,high.school,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
33,admin.,single,university.degree,no,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
30,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
26,services,divorced,basic.6y,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
51,services,married,high.school,unknown,no,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
34,services,married,basic.9y,no,yes,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
33,services,divorced,high.school,no,yes,yes,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
44,blue-collar,divorced,unknown,no,yes,yes,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,1
43,blue-collar,married,high.school,unknown,yes,unknown,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
48,services,married,high.school,unknown,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
56,services,divorced,high.school,unknown,yes,no,telephone,may,wed,1,0,0,nonexistent,3.0,3,2,4,2,0
37,management,married,university.degree,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
31,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
50,blue-collar,married,basic.4y,unknown,yes,unknown,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
38,entrepreneur,married,basic.6y,no,yes,unknown,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
32,admin.,single,university.degree,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
35,admin.,single,high.school,no,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
50,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
33,self-employed,divorced,unknown,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
35,services,married,high.school,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
36,services,single,high.school,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
29,housemaid,single,high.school,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
38,services,single,basic.9y,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
36,services,single,high.school,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
46,entrepreneur,married,professional.course,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
44,admin.,married,basic.6y,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
37,blue-collar,single,high.school,no,yes,yes,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
26,admin.,married,university.degree,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
47,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
36,blue-collar,married,high.school,unknown,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
28,admin.,single,university.degree,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
50,admin.,married,high.school,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
32,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,1
54,technician,married,professional.course,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
37,services,married,basic.6y,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
46,entrepreneur,married,university.degree,unknown,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
49,admin.,divorced,high.school,no,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
33,services,married,high.school,unknown,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
55,technician,married,high.school,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
40,admin.,single,unknown,unknown,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
50,blue-collar,divorced,high.school,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
36,admin.,married,university.degree,no,yes,yes,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
35,admin.,married,high.school,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
39,self-employed,married,basic.4y,unknown,yes,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
44,blue-collar,married,high.school,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
30,technician,married,professional.course,no,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
40,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
29,entrepreneur,married,basic.6y,no,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
34,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
47,blue-collar,married,unknown,unknown,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
58,admin.,divorced,university.degree,no,yes,yes,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
43,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,0
37,services,married,high.school,no,yes,yes,telephone,may,wed,3,0,0,nonexistent,3.0,3,2,4,2,1
37,technician,married,professional.course,unknown,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
34,admin.,single,university.degree,no,no,yes,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
36,technician,married,professional.course,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
48,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
59,admin.,single,professional.course,no,no,no,telephone,may,wed,4,0,0,nonexistent,3.0,3,2,4,2,0
32,technician,married,professional.course,no,no,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
28,services,married,high.school,unknown,yes,no,telephone,may,wed,2,0,0,nonexistent,3.0,3,2,4,2,0
